Domain,LLM,Target_Planner,Coverage_Stage0,Coverage_Stage2,Delta_Coverage,Mean_IPC_Gain,Median_IPC_Gain,Wilcoxon_Stat,Wilcoxon_P_Value,Condition_A_StatSig,Condition_B_PractSig,Condition_C_Coverage,IMPROVEMENT_DETECTED,Failed_Condition,Timestamp,Raw_T_Star_Trace,Raw_Gains_Trace,Raw_Baseline_Scores,Raw_Stage2_Scores
barman,gpt-5.4-2026-03-05,bfws,1.0,1.0,0.0,0.025408,0.026626,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:22.408792,"[38.825574, 50.260899, 46.732993, 31.593948, 52.032441, 73.344021, 22.828888, 53.503028, 47.653656, 130.788162, 7.739418, 48.328135, 20.325942, 34.037335, 57.866367]","[0.03083819390557163, 0.014693052748827484, 0.020916801702932086, 0.0352169712563728, 0.026625984413750636, 0.028679094208913458, 0.030576581274682546, 0.01879492078106082, 0.024650650373884142, 0.013552245636441418, 0.011776649924038152, 0.03317957899535773, 0.017300798792200145, 0.04687571037336136, 0.02744740676346613]","[0.9691618060944284, 0.9649502877912061, 0.9282344820339054, 0.9647830287436272, 0.9562415216343427, 0.9713209057910865, 0.9672159505067038, 0.9714074930775227, 0.9753493496261159, 0.9831615980866517, 0.6370112762658287, 0.9668204210046423, 0.9826992012077999, 0.9130085802218962, 0.9685512815506824]","[1.0, 0.9796433405400335, 0.9491512837368374, 1.0, 0.9828675060480934, 1.0, 0.9977925317813864, 0.9902024138585835, 1.0, 0.9967138437230931, 0.6487879261898668, 1.0, 1.0, 0.9598842905952576, 0.9959986883141485]"
snake,gemini-3.1-pro-preview-customtools,bfws,0.533333,0.466667,-0.066667,-0.084156,-0.004959,0.0,1.0,False,False,False,False,"A(Stat), B(Prac), C(Cov)",2026-05-12T10:43:22.428669,"[3.404625, 36.85394, 46.158731, 70.871636, 133.709304, 194.635307, 250.535657, 299.767597, null, null, null, null, null, null, null]","[-0.004959204712305487, -0.11196592965599528, -0.0527031086989691, -0.07688961760760982, -0.007205985272368265, -0.01267027052062697, -0.9633611911628679, -0.03258715961830516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9912005904819194, 1.0, 0.960596773519536, 0.9256620844729959, 0.9178340192654137, 0.9501836943862867, 0.9633611911628679, 0.9603623444202007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.986241385769614, 0.8880340703440047, 0.9078936648205669, 0.8487724668653861, 0.9106280339930455, 0.9375134238656597, 0.0, 0.9277751848018956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
depots,gpt-5.4-2026-03-05,lama,1.0,1.0,0.0,0.034665,0.034366,117.0,0.000153,True,True,True,True,N/A,2026-05-12T10:43:22.449146,"[0.593492, 0.603006, 0.71934, 0.764925, 0.667625, 1.106661, 3.042451, 2.406425, 6.17613, 0.820642, 1.04094, 0.848448, 1.173654, 5.299764, 2.226147]","[0.06498910376144074, 0.06109659299236003, 0.03995418659317196, 0.03171211634647686, 0.07295758343186842, 0.0705879795733404, 0.017107250782382954, 0.0028988876328630564, -0.007674035564347204, 0.05302007119072294, 0.034365806762107765, 0.05103182900400871, 0.016023096003776827, 0.0009774481424911219, 0.010921901245529164]","[0.9255830214919459, 0.9067377509966608, 0.9291484071951356, 0.9408003461997061, 0.9064884757220669, 0.9177655857783786, 0.9668663768781527, 0.9800469118131504, 0.9906235337474795, 0.9397711216790743, 0.9435272558315277, 0.9270553948000517, 0.947635139476055, 0.9845247321180475, 0.9838199006220392]","[0.9905721252533867, 0.9678343439890208, 0.9691025937883075, 0.972512462546183, 0.9794460591539353, 0.988353565351719, 0.9839736276605356, 0.9829457994460135, 0.9829494981831323, 0.9927911928697972, 0.9778930625936355, 0.9780872238040604, 0.9636582354798319, 0.9855021802605386, 0.9947418018675683]"
depots,claude-opus-4-6,lama,1.0,1.0,0.0,0.034458,0.031217,116.0,0.000214,True,True,True,True,N/A,2026-05-12T10:43:22.470151,"[0.593492, 0.603006, 0.71934, 0.764925, 0.667625, 1.106661, 3.042451, 2.406425, 6.17613, 0.820642, 1.04094, 0.848448, 1.173654, 5.299764, 2.226147]","[0.061044577418772894, 0.07850009061484009, 0.027341160138351195, 0.02135396145959445, 0.06405027524321594, 0.06303230228924239, 0.005404992677417453, 0.008583257550629608, -0.008009655186009934, 0.05926137748719851, 0.04250683454341864, 0.05682499910915051, 0.031217048864222274, 0.002601435241531558, 0.003159728068777179]","[0.9255830214919459, 0.9067377509966608, 0.9291484071951356, 0.9408003461997061, 0.9064884757220669, 0.9177655857783786, 0.9668663768781527, 0.9800469118131504, 0.9906235337474795, 0.9397711216790743, 0.9435272558315277, 0.9270553948000517, 0.947635139476055, 0.9845247321180475, 0.9838199006220392]","[0.9866275989107188, 0.9852378416115009, 0.9564895673334868, 0.9621543076593005, 0.9705387509652829, 0.980797888067621, 0.9722713695555701, 0.98863016936378, 0.9826138785614695, 0.9990324991662728, 0.9860340903749464, 0.9838803939092022, 0.9788521883402773, 0.987126167359579, 0.9869796286908163]"
snake,gemini-3.1-pro-preview-customtools,lama,0.133333,0.133333,0.0,0.005699,0.0,3.0,0.25,True,True,True,True,N/A,2026-05-12T10:43:22.489173,"[5.764667, 155.558424, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.06805561662008941, 0.017427128722859675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9147428638502313, 0.969185452274972, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9827984804703207, 0.9866125809978317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
visitall,gemini-3.1-pro-preview-customtools,madagascar,0.0,0.0,0.0,0.0,0.0,N/A,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:22.507961,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
barman,claude-opus-4-6,bfws,1.0,1.0,0.0,0.011611,0.005644,89.0,0.053497,True,True,True,True,N/A,2026-05-12T10:43:22.529249,"[38.825574, 50.260899, 46.732993, 31.593948, 52.032441, 73.344021, 22.828888, 53.503028, 47.653656, 130.788162, 7.739418, 48.328135, 20.325942, 34.037335, 57.866367]","[-0.0004378651131502487, 0.03504971220879394, 0.018487305134976206, -0.025258598824233314, 0.015260976951366856, 0.008440473176732799, 0.03139919443008243, -0.0017678656982866858, 0.0056439991984224, -0.00670345846249254, 0.005306760066508209, -0.01016621601304657, -0.001614776473102486, 0.07296975570503739, 0.027561927883292814]","[0.9691618060944284, 0.9649502877912061, 0.9282344820339054, 0.9647830287436272, 0.9562415216343427, 0.9713209057910865, 0.9672159505067038, 0.9714074930775227, 0.9753493496261159, 0.9831615980866517, 0.6370112762658287, 0.9668204210046423, 0.9826992012077999, 0.9130085802218962, 0.9685512815506824]","[0.9687239409812781, 1.0, 0.9467217871688816, 0.9395244299193939, 0.9715024985857096, 0.9797613789678193, 0.9986151449367863, 0.969639627379236, 0.9809933488245383, 0.9764581396241592, 0.6423180363323369, 0.9566542049915957, 0.9810844247346974, 0.9859783359269336, 0.9961132094339752]"
visitall,gemini-3.1-pro-preview-customtools,decstar,0.0,0.0,0.0,0.0,0.0,N/A,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:22.547986,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,gemini-3.1-pro-preview-customtools,bfws,0.733333,0.733333,0.0,0.019528,0.006527,55.0,0.026855,True,True,True,True,N/A,2026-05-12T10:43:22.572462,"[110.747201, 214.030221, 10.776984, 288.375605, 129.462234, 30.037134, 27.715418, 332.917744, 118.440422, 254.998558, null, 296.251477, 250.350337, 211.121752, null]","[0.08580751865062708, -0.00465389301230934, 0.010758798103997158, 0.06570825470112718, 0.06880957410433075, -0.010303221248802785, 0.055284511907914835, 0.017892990878834114, 0.006527485027753466, -0.011340031189647659, 0.0, 0.008429749360294503, 0.0, 0.0, 0.0]","[0.9141924813493729, 1.0, 0.9892412018960028, 0.9342917452988728, 0.9311904258956692, 1.0, 0.9146428641423987, 0.9821070091211659, 0.935186992490068, 0.9685162733615456, 0.0, 0.9505482544050555, 0.0, 0.0, 0.0]","[1.0, 0.9953461069876907, 1.0, 1.0, 1.0, 0.9896967787511972, 0.9699273760503135, 1.0, 0.9417144775178214, 0.9571762421718979, 0.0, 0.95897800376535, 0.0, 0.0, 0.0]"
barman,gpt-5.4-2026-03-05,lama,1.0,1.0,0.0,0.014854,0.014491,116.0,0.000214,True,True,True,True,N/A,2026-05-12T10:43:22.592577,"[1.825887, 1.839312, 1.983356, 15.216505, 2.2262, 3.46028, 3.173495, 3.05885, 3.506984, 4.599494, 1.598911, 3.060755, 1.414087, 1.778003, 3.115445]","[0.027432009374782518, 0.022435513880548763, 0.026730599200283978, -0.009776590101376992, 0.01826670474630221, 0.011064930244988336, 0.005288618602622086, 0.012364690632278408, 0.014490659188153066, 0.000633615581898006, 0.029017589314291437, 0.019650539249955856, 0.02418026172301946, 0.011501944291704591, 0.0095347129473905]","[0.9672787512859217, 0.9743291918320027, 0.9644075039275306, 0.9939743695927781, 0.9705320759041935, 0.9724236484454246, 0.9810392814651425, 0.9795915848628137, 0.9779941281907419, 0.9859308553937584, 0.9585981308430143, 0.9682085101515465, 0.9664643782082454, 0.9672001423825415, 0.9783191510517795]","[0.9947107606607042, 0.9967647057125515, 0.9911381031278146, 0.9841977794914011, 0.9887987806504958, 0.983488578690413, 0.9863279000677646, 0.9919562754950921, 0.992484787378895, 0.9865644709756564, 0.9876157201573057, 0.9878590494015024, 0.9906446399312648, 0.9787020866742461, 0.98785386399917]"
barman,claude-opus-4-6,lama,1.0,1.0,0.0,0.010468,0.009496,110.0,0.001312,True,True,True,True,N/A,2026-05-12T10:43:22.613493,"[1.825887, 1.839312, 1.983356, 15.216505, 2.2262, 3.46028, 3.173495, 3.05885, 3.506984, 4.599494, 1.598911, 3.060755, 1.414087, 1.778003, 3.115445]","[0.024331240971910306, 0.009496018150468188, 0.016237985152332768, -0.00917064598730899, 0.00914968532902205, 0.0039452044995131885, 0.000538438498134175, 0.009021247999049797, 0.012181431135212195, -0.00407402691717107, 0.02411799473234344, 0.018034314527282325, 0.024280260511271523, 0.010447397898319721, 0.008479524406765582]","[0.9672787512859217, 0.9743291918320027, 0.9644075039275306, 0.9939743695927781, 0.9705320759041935, 0.9724236484454246, 0.9810392814651425, 0.9795915848628137, 0.9779941281907419, 0.9859308553937584, 0.9585981308430143, 0.9682085101515465, 0.9664643782082454, 0.9672001423825415, 0.9783191510517795]","[0.991609992257832, 0.9838252099824709, 0.9806454890798634, 0.9848037236054691, 0.9796817612332156, 0.9763688529449378, 0.9815777199632767, 0.9886128328618635, 0.9901755593259541, 0.9818568284765873, 0.9827161255753577, 0.9862428246788288, 0.9907446387195169, 0.9776475402808612, 0.986798675458545]"
snake,deepseek-reasoner,lama,0.133333,0.133333,0.0,0.005683,0.0,3.0,0.25,True,True,True,True,N/A,2026-05-12T10:43:22.632662,"[5.764667, 155.558424, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.08026584193516872, 0.00498207925186589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9147428638502313, 0.969185452274972, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9950087057854, 0.9741675315268379, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,gpt-5.4-2026-03-05,madagascar,0.0,0.0,0.0,0.0,0.0,N/A,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:22.651378,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
snake,deepseek-reasoner,bfws,0.533333,0.466667,-0.066667,-0.085871,-0.009799,0.0,1.0,False,False,False,False,"A(Stat), B(Prac), C(Cov)",2026-05-12T10:43:22.671472,"[3.404625, 36.85394, 46.158731, 70.871636, 133.709304, 194.635307, 250.535657, 299.767597, null, null, null, null, null, null, null]","[-0.014669477513007845, -0.13660380815693252, -0.08021763193881448, -0.03459025850210029, -0.00979852489678723, -0.02054915686640013, -0.031276782581891815, -0.9603623444202007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9912005904819194, 1.0, 0.960596773519536, 0.9256620844729959, 0.9178340192654137, 0.9501836943862867, 0.9633611911628679, 0.9603623444202007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9765311129689116, 0.8633961918430675, 0.8803791415807215, 0.8910718259708956, 0.9080354943686265, 0.9296345375198866, 0.9320844085809761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
snake,claude-opus-4-6,decstar,0.2,0.2,0.0,0.002422,0.0,6.0,0.125,True,True,True,True,N/A,2026-05-12T10:43:22.690646,"[3.848897, 95.23599, 148.534933, null, null, null, null, null, null, null, null, null, null, null, null]","[0.01642104959197932, 0.019267206237029155, 0.0006423725097784994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9015756775233511, 0.9364717048454266, 0.9595765863099995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9179967271153304, 0.9557389110824558, 0.960218958819778, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,gemini-3.1-pro-preview-customtools,lama,0.4,0.4,0.0,0.001665,0.0,19.0,0.046875,True,True,True,True,N/A,2026-05-12T10:43:22.710690,"[190.243118, 265.928599, 104.522905, null, 86.956337, 348.67077, null, null, null, 65.677365, 337.273563, null, null, null, null]","[0.006855926106864141, -0.0008894232079309505, 0.008027337373652133, 0.0, 0.006590349560000375, 0.0, 0.0, 0.0, 0.0, 0.004079272838462544, 0.00030680322909881763, 0.0, 0.0, 0.0, 0.0]","[0.9840199480938094, 0.983015108182803, 0.9778613871820621, 0.0, 0.9810664655044171, 0.0, 0.0, 0.0, 0.0, 0.9771620789222595, 0.9826985123776253, 0.0, 0.0, 0.0, 0.0]","[0.9908758742006736, 0.9821256849748721, 0.9858887245557142, 0.0, 0.9876568150644175, 0.0, 0.0, 0.0, 0.0, 0.981241351760722, 0.9830053156067241, 0.0, 0.0, 0.0, 0.0]"
depots,gemini-3.1-pro-preview-customtools,bfws,1.0,1.0,0.0,0.050373,0.059405,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:22.730572,"[0.458266, 0.478988, 0.652313, 0.532521, 0.511773, 0.633205, 0.863877, 0.913572, 1.620634, 0.592274, 1.017127, 0.668989, 1.121095, 1.885236, 1.620167]","[0.060239943270464, 0.08228381154086462, 0.052035045644133526, 0.08855041594466817, 0.06053364207437406, 0.05182115443223523, 0.006090215695953138, 0.04484456486432864, 0.023075523616021054, 0.07400660980663853, 0.06071956432292469, 0.06415405223179393, 0.05940461937940844, 0.023325992766409676, 0.004502969836450044]","[0.9093229190951773, 0.9011987813661075, 0.9135630868811788, 0.8970960435569626, 0.8918539992591069, 0.9123760233627001, 0.41005701017196006, 0.9318393215151013, 0.9387057191794846, 0.9050701831546265, 0.9141064040673306, 0.9140124604711871, 0.9132152997611571, 0.9152963580427652, 0.5641818102609699]","[0.9695628623656413, 0.9834825929069722, 0.9655981325253123, 0.9856464595016308, 0.952387641333481, 0.9641971777949353, 0.4161472258679132, 0.9766838863794299, 0.9617812427955057, 0.979076792961265, 0.9748259683902553, 0.978166512702981, 0.9726199191405656, 0.9386223508091749, 0.56868478009742]"
ricochet-robots,deepseek-reasoner,bfws,0.733333,0.733333,0.0,-0.008376,-0.016031,40.0,0.657593,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:22.751040,"[110.747201, 214.030221, 10.776984, 288.375605, 129.462234, 30.037134, 27.715418, 332.917744, 118.440422, 254.998558, null, 296.251477, 250.350337, 211.121752, null]","[-0.0585991111116797, -0.06688043263306986, -0.01603108726566005, -0.9342917452988728, -0.02316948119650908, -0.11544990554975976, -0.019953652456993987, -0.9821070091211659, 0.023344970827713918, 0.031483726638454446, 0.0, 0.036008017633103795, 1.0, 1.0, 0.0]","[0.9141924813493729, 1.0, 0.9892412018960028, 0.9342917452988728, 0.9311904258956692, 1.0, 0.9146428641423987, 0.9821070091211659, 0.935186992490068, 0.9685162733615456, 0.0, 0.9505482544050555, 0.0, 0.0, 0.0]","[0.8555933702376932, 0.9331195673669301, 0.9732101146303428, 0.0, 0.9080209446991602, 0.8845500944502402, 0.8946892116854047, 0.0, 0.9585319633177819, 1.0, 0.0, 0.9865562720381593, 1.0, 1.0, 0.0]"
visitall,deepseek-reasoner,madagascar,0.0,0.0,0.0,0.0,0.0,N/A,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:22.769738,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
depots,gemini-3.1-pro-preview-customtools,lama,1.0,1.0,0.0,0.018296,0.021449,105.0,0.004181,True,True,True,True,N/A,2026-05-12T10:43:22.789623,"[0.593492, 0.603006, 0.71934, 0.764925, 0.667625, 1.106661, 3.042451, 2.406425, 6.17613, 0.820642, 1.04094, 0.848448, 1.173654, 5.299764, 2.226147]","[0.03342738469492146, 0.04870741873906881, 0.027239213546344065, 0.02399686156007641, 0.04986945336671966, 0.05440885964255204, 0.0016730795872204052, -0.014085670603777634, -0.018314570879693237, 0.029017451568629116, 0.021449408776018086, 0.020041679263268164, 0.004167599731128235, -0.01846802492228139, 0.011317192774759066]","[0.9255830214919459, 0.9067377509966608, 0.9291484071951356, 0.9408003461997061, 0.9064884757220669, 0.9177655857783786, 0.9668663768781527, 0.9800469118131504, 0.9906235337474795, 0.9397711216790743, 0.9435272558315277, 0.9270553948000517, 0.947635139476055, 0.9845247321180475, 0.9838199006220392]","[0.9590104061868674, 0.9554451697357296, 0.9563876207414796, 0.9647972077597825, 0.9563579290887866, 0.9721744454209307, 0.9685394564653731, 0.9659612412093728, 0.9723089628677862, 0.9687885732477034, 0.9649766646075458, 0.9470970740633199, 0.9518027392071833, 0.9660567071957661, 0.9951370933967982]"
ricochet-robots,deepseek-reasoner,lama,0.4,0.4,0.0,0.003717,0.0,21.0,0.015625,True,True,True,True,N/A,2026-05-12T10:43:22.809727,"[190.243118, 265.928599, 104.522905, null, 86.956337, 348.67077, null, null, null, 65.677365, 337.273563, null, null, null, null]","[0.01205208159439164, 0.00528093632115878, 0.007677165439138323, 0.0, 0.0027421912887661826, 0.0, 0.0, 0.0, 0.0, 0.01704570428533747, 0.010960363350914992, 0.0, 0.0, 0.0, 0.0]","[0.9840199480938094, 0.983015108182803, 0.9778613871820621, 0.0, 0.9810664655044171, 0.0, 0.0, 0.0, 0.0, 0.9771620789222595, 0.9826985123776253, 0.0, 0.0, 0.0, 0.0]","[0.9960720296882011, 0.9882960445039618, 0.9855385526212004, 0.0, 0.9838086567931833, 0.0, 0.0, 0.0, 0.0, 0.994207783207597, 0.9936588757285403, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,gpt-5.4-2026-03-05,decstar,0.333333,0.333333,0.0,-0.009808,0.0,0.0,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:22.829059,"[null, 223.743111, 7.099235, null, 64.421141, null, 16.047248, null, null, 20.792342, null, null, null, null, null]","[0.0, -0.026049619092162413, -0.01883695273152841, 0.0, -0.03907880257316565, 0.0, -0.0333663800670545, 0.0, 0.0, -0.02978350411007613, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9945272992865167, 0.9856496414583682, 0.0, 0.9979013287519485, 0.0, 1.0, 0.0, 0.0, 0.9993084721887303, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9684776801943543, 0.9668126887268398, 0.0, 0.9588225261787828, 0.0, 0.9666336199329455, 0.0, 0.0, 0.9695249680786542, 0.0, 0.0, 0.0, 0.0, 0.0]"
barman,gemini-3.1-pro-preview-customtools,bfws,1.0,1.0,0.0,0.039754,0.018628,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:22.849381,"[38.825574, 50.260899, 46.732993, 31.593948, 52.032441, 73.344021, 22.828888, 53.503028, 47.653656, 130.788162, 7.739418, 48.328135, 20.325942, 34.037335, 57.866367]","[0.018627686912898733, 0.01528086374493376, 0.042762945919018525, 0.02056100113471704, 0.015289400584682533, 0.01942605564028177, 0.020172296567048997, 0.0017934397752795705, 0.010729094867802491, 0.004014114084338272, 0.36298872373417135, 0.02314197285762798, 0.0032595668253281307, 0.008517005823522217, 0.029752949884180424]","[0.9691618060944284, 0.9649502877912061, 0.9282344820339054, 0.9647830287436272, 0.9562415216343427, 0.9713209057910865, 0.9672159505067038, 0.9714074930775227, 0.9753493496261159, 0.9831615980866517, 0.6370112762658287, 0.9668204210046423, 0.9826992012077999, 0.9130085802218962, 0.9685512815506824]","[0.9877894930073271, 0.9802311515361398, 0.9709974279529239, 0.9853440298783442, 0.9715309222190253, 0.9907469614313683, 0.9873882470737528, 0.9732009328528023, 0.9860784444939183, 0.98717571217099, 1.0, 0.9899623938622703, 0.985958768033128, 0.9215255860454185, 0.9983042314348628]"
depots,deepseek-reasoner,bfws,1.0,1.0,0.0,0.074312,0.085718,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:22.870214,"[0.458266, 0.478988, 0.652313, 0.532521, 0.511773, 0.633205, 0.863877, 0.913572, 1.620634, 0.592274, 1.017127, 0.668989, 1.121095, 1.885236, 1.620167]","[0.09067708090482274, 0.0880532371201953, 0.08643691311882118, 0.09885124723895622, 0.10814600074089309, 0.08571824953670681, 0.011341624540088358, 0.0681606784848987, 0.05901191244002624, 0.07170848854660428, 0.08293772031724833, 0.08598753952881288, 0.0862429943213715, 0.07054445817191723, 0.020855630076937692]","[0.9093229190951773, 0.9011987813661075, 0.9135630868811788, 0.8970960435569626, 0.8918539992591069, 0.9123760233627001, 0.41005701017196006, 0.9318393215151013, 0.9387057191794846, 0.9050701831546265, 0.9141064040673306, 0.9140124604711871, 0.9132152997611571, 0.9152963580427652, 0.5641818102609699]","[1.0, 0.9892520184863028, 1.0, 0.9959472907959188, 1.0, 0.9980942728994069, 0.4213986347120484, 1.0, 0.9977176316195109, 0.9767786717012308, 0.9970441243845789, 1.0, 0.9994582940825286, 0.9858408162146824, 0.5850374403379076]"
